clip_name,label,delta_t,center_t
00356.wav,Laughter,0.28005759999132357,0.5
00357.wav,Words,0.24004800003103816,0.5
00358.wav,Um,0.49000000000000915,0.5
00360.wav,Words,0.2701311999999234,0.5
00362.wav,Uh,0.239974400000051,0.5
00364.wav,Words,0.399990399991566,0.5
00365.wav,Um,0.46999359999949775,0.5
00366.wav,Words,0.20004159993141007,0.5
00367.wav,Um,0.47000000000002734,0.5
00368.wav,Um,0.48000320000039665,0.5
00369.wav,Um,0.37000319999999937,0.5
00370.wav,Uh,0.32998400000002454,0.5
00371.wav,Um,0.3898463999171327,0.5
00372.wav,Words,0.5099967999998398,0.5
00373.wav,Um,0.500009599996247,0.49999999999999994
00376.wav,Uh,0.18001919999994698,0.5
00377.wav,Music,0.4800000000000004,0.5
00378.wav,Laughter,0.15999999999985454,0.5
00380.wav,Uh,0.5100031999999716,0.49999999999999994
00382.wav,Uh,0.43004800000312576,0.5
00384.wav,Breath,0.22000000000002734,0.5
00385.wav,Uh,0.29999999999999716,0.5
00386.wav,Um,0.3800192000041989,0.5
00387.wav,Words,0.30995840002515257,0.5
00388.wav,Uh,0.40000000000000574,0.5
00390.wav,Words,0.5400575999999546,0.5
00392.wav,Words,0.22015039994903418,0.5
00394.wav,Breath,0.22000000000002734,0.5
00395.wav,Uh,0.25001599999905016,0.5
00396.wav,Words,0.26000000000021833,0.5
00398.wav,Um,0.5099071999884474,0.49999999999999994
00399.wav,Words,0.15984000009939336,0.5
00400.wav,Breath,0.2298944000299344,0.5
00401.wav,Words,0.209920000000011,0.5
00402.wav,Words,0.2101247999999032,0.5
00403.wav,Words,0.18001920000006072,0.5
00407.wav,Words,0.209920000000011,0.5
00409.wav,Uh,0.23015999999370257,0.5
00412.wav,Uh,0.32000000000005,0.5
00414.wav,Um,0.24990719997867933,0.5
00416.wav,Music,0.44999999999981816,0.5
00417.wav,Uh,0.47000000000002734,0.5
00418.wav,Uh,0.2100032000000312,0.5
00419.wav,Uh,0.31999360001282184,0.5
00420.wav,Um,0.5,0.5
00422.wav,Breath,0.16000000000008185,0.5
00423.wav,Uh,0.34020800000826057,0.5
00424.wav,Words,0.4600000000000364,0.5
00425.wav,Laughter,0.25999999999999795,0.5
00426.wav,Words,0.500019199999997,0.5
00427.wav,Words,0.4000191999954268,0.5
00428.wav,Uh,0.48992639996708937,0.5
00429.wav,Um,0.38998079998918916,0.5
00431.wav,Words,0.45004799999992434,0.5
00434.wav,Uh,0.4699999999999989,0.5
00436.wav,Uh,0.3900000000001,0.5
00437.wav,Words,0.270028800000091,0.5
00438.wav,Words,0.2998271999995268,0.5
00439.wav,Breath,0.2800288000430556,0.5
00441.wav,Words,0.390006399999976,0.49999999999999994
00442.wav,Um,0.32997760002012916,0.5
00443.wav,Uh,0.2100064000239854,0.5
00445.wav,Music,0.44000000000005457,0.5
00446.wav,Words,0.23999999999978178,0.5
00447.wav,Um,0.5499999999999545,0.5
00448.wav,Um,0.489990400000039,0.5
00450.wav,Words,0.41001599999981414,0.5
00451.wav,Laughter,0.15999999999985454,0.5
00452.wav,Music,0.42000000000007276,0.5
00453.wav,Words,0.5000128000149289,0.5
00454.wav,Uh,0.4199168001505314,0.5
00455.wav,Um,0.2100223999998434,0.5
00456.wav,Words,0.209920000000011,0.5
00457.wav,Uh,0.32983359999889217,0.5
00458.wav,Words,0.1599999999999966,0.5
00459.wav,Laughter,0.5499999999999545,0.5
00460.wav,Uh,0.5399744000080773,0.5
00461.wav,Words,0.5499903999999561,0.5000000000000001
00462.wav,Uh,0.2899967999999831,0.5
00464.wav,Words,0.2300000000000182,0.5
00466.wav,Uh,0.339999999999975,0.5
00467.wav,Words,0.45998080000026675,0.5
00468.wav,Laughter,0.42997119999245115,0.5
00471.wav,Words,0.21007360003363834,0.5
00472.wav,Um,0.4600000000000364,0.5
00473.wav,Uh,0.32999039999995716,0.5
00474.wav,Laughter,0.3899903999999879,0.5
00478.wav,Laughter,0.20000640000273512,0.5
00479.wav,Uh,0.37000639998768753,0.5
00482.wav,Um,0.32000000000016376,0.5
00483.wav,Um,0.4898367999358016,0.5
00484.wav,Laughter,0.19000000000005457,0.5
00486.wav,Words,0.25,0.5
00487.wav,Words,0.24002560000008094,0.5
00490.wav,Um,0.2700287999998636,0.5
00491.wav,Um,0.5199999999999818,0.5
00493.wav,Music,0.2300000000000182,0.5
00494.wav,Uh,0.2401088000474374,0.5
00495.wav,Uh,0.4300000000000068,0.5
00496.wav,Uh,0.5199999999999818,0.5
00497.wav,Words,0.48000320000019775,0.5
00498.wav,Laughter,0.499987200003261,0.5
00499.wav,Music,0.33999999999991815,0.5
00500.wav,Uh,0.24993599997606014,0.5
00502.wav,Words,0.20008320001306856,0.5
00503.wav,Um,0.3900000000001,0.5
00504.wav,Breath,0.17988159997185005,0.5
00505.wav,Breath,0.19013439997752357,0.5
00506.wav,Words,0.44994559999986455,0.5
00507.wav,Uh,0.2699264000000312,0.5
00508.wav,Words,0.25000320000026477,0.5
00509.wav,Breath,0.3600767999892014,0.5
00510.wav,Words,0.159955199969545,0.5
00512.wav,Words,0.3899520000379653,0.5
00514.wav,Um,0.35999360000050734,0.5
00516.wav,Uh,0.2699776000000043,0.5
00517.wav,Um,0.34999999999999437,0.5
00518.wav,Breath,0.280003199961584,0.5
00521.wav,Laughter,0.3900160000000028,0.5
00522.wav,Um,0.41008959989994764,0.5
00524.wav,Um,0.39998080002487774,0.5
00525.wav,Uh,0.29998719999994705,0.5
00526.wav,Uh,0.48000639999999356,0.5
00527.wav,Words,0.25006400001871043,0.5
00528.wav,Laughter,0.3500000000000014,0.5
00529.wav,Uh,0.5499552000305812,0.5
00530.wav,Laughter,0.44000000000005457,0.5
00531.wav,Breath,0.27999040000014475,0.5
00534.wav,Um,0.3500000000000086,0.5
00536.wav,Uh,0.27990080003110057,0.5
00537.wav,Uh,0.25,0.5
00539.wav,Music,0.3100096000000718,0.5
00540.wav,Um,0.48999999999999494,0.5
00541.wav,Uh,0.40000000000009095,0.5
00542.wav,Words,0.4099743999926204,0.5
00543.wav,Words,0.2899999999999636,0.5
00544.wav,Um,0.449951999795303,0.5
00545.wav,Uh,0.49000319999998965,0.5
00546.wav,Um,0.31003520000365375,0.5
00547.wav,Laughter,0.23002240013556735,0.5
00549.wav,Words,0.2499583999999686,0.5
00550.wav,Um,0.37000000000000455,0.5
00551.wav,Um,0.49998400003755705,0.5
00552.wav,Um,0.4600000000000364,0.5
00553.wav,Music,0.21999999999980008,0.5
00554.wav,Music,0.30999999999994543,0.5
00555.wav,Laughter,0.15000000000009095,0.5
00556.wav,Uh,0.3499967999932778,0.5
00557.wav,Um,0.4600000000000364,0.5
00558.wav,Uh,0.2999935999999934,0.5
00560.wav,Uh,0.2400255999999672,0.5
00561.wav,Laughter,0.1800480000126754,0.5
00563.wav,Words,0.2500608000000284,0.5
00564.wav,Breath,0.1699647999980698,0.5
00565.wav,Um,0.49015679999774875,0.5
00566.wav,Laughter,0.4100000000005366,0.5
00567.wav,Music,0.26000000000021833,0.5
00568.wav,Music,0.40000000000009095,0.5
00569.wav,Words,0.18001920000006072,0.5
00571.wav,Words,0.3499295999936294,0.5
00572.wav,Laughter,0.32000000000005,0.5
00573.wav,Uh,0.20996160002209763,0.5
00574.wav,Words,0.2400000000000002,0.5
00575.wav,Breath,0.15999999999996817,0.5
00576.wav,Um,0.4099904000197512,0.5
00577.wav,Um,0.5301183999936258,0.49999999999999994
00578.wav,Words,0.15011839999988297,0.5
00579.wav,Um,0.41999359999999797,0.5
00580.wav,Breath,0.29982720000020896,0.5
00581.wav,Uh,0.22001280000017692,0.5
00582.wav,Uh,0.33013759999994363,0.5
00583.wav,Uh,0.42004800005020115,0.5
00584.wav,Breath,0.21000000000003638,0.5
00585.wav,Words,0.21012480000013056,0.5
00586.wav,Um,0.4500159999936386,0.5
00587.wav,Music,0.379999999999999,0.5
00588.wav,Uh,0.2300000000000182,0.5
00589.wav,Uh,0.19999999999981805,0.4999999999999999
00591.wav,Breath,0.29008000003591405,0.5
00592.wav,Uh,0.2799808000027042,0.5
00595.wav,Words,0.4000031999887597,0.5
00596.wav,Words,0.2300000000000182,0.5
00597.wav,Words,0.20992640001509244,0.5
00598.wav,Words,0.27999999999997277,0.5
00600.wav,Um,0.4200255999787714,0.5
00602.wav,Music,0.4699999999999989,0.5
00604.wav,Uh,0.4299935999998894,0.5
00605.wav,Um,0.4300000000000068,0.5
00606.wav,Um,0.3501343999841993,0.5
00607.wav,Um,0.3900352000096064,0.5
00609.wav,Breath,0.30003200000010116,0.5
00610.wav,Um,0.47000000000002734,0.5
00611.wav,Uh,0.2900000000000205,0.5
00614.wav,Um,0.5199999999999818,0.5
00616.wav,Um,0.48000320000562624,0.5
00617.wav,Um,0.330000000000041,0.5
00618.wav,Words,0.4199712000091722,0.5
00619.wav,Uh,0.4699936000024536,0.5
00620.wav,Uh,0.32000000000005,0.5
00621.wav,Uh,0.25999999999999096,0.5
00623.wav,Breath,0.29994559998158365,0.5
00624.wav,Uh,0.2300768000091012,0.5
00625.wav,Um,0.5299999999999727,0.5
00626.wav,Breath,0.4099999999999966,0.5
00628.wav,Music,0.49000000000000915,0.5
00629.wav,Um,0.3499967999997012,0.5
00630.wav,Laughter,0.15000000000009095,0.5
00631.wav,Breath,0.2098432000448156,0.5
00632.wav,Uh,0.2800063999727627,0.5
00633.wav,Words,0.18001920000006072,0.5
00636.wav,Um,0.3500000000000228,0.5
00637.wav,Laughter,0.36000000000001364,0.5
00638.wav,Um,0.5099999999999909,0.5
00639.wav,Uh,0.3599999999999,0.5
00640.wav,Uh,0.1899711999619742,0.5
00641.wav,Um,0.3699999999998909,0.5
00642.wav,Uh,0.43000960002223115,0.5
00643.wav,Uh,0.3600159999857624,0.5
00644.wav,Um,0.5399999999999636,0.5
00645.wav,Uh,0.34999680000072436,0.5
00646.wav,Uh,0.36999040000006295,0.5
00647.wav,Music,0.47000000000002734,0.5
00648.wav,Breath,0.18032320012753206,0.5
00649.wav,Uh,0.43995520000441957,0.5
00650.wav,Words,0.15004799999860557,0.5
00651.wav,Music,0.5,0.5
00652.wav,Um,0.37001280000060893,0.5
00653.wav,Um,0.2199904000283368,0.5
00655.wav,Breath,0.20992000000023836,0.5
00658.wav,Words,0.35000319999994645,0.5
00659.wav,Uh,0.3599904000001004,0.5
00660.wav,Um,0.46004480004376097,0.5
00661.wav,Um,0.4599999999999796,0.5
00662.wav,Words,0.27002879999997736,0.5
00664.wav,Uh,0.45000000000001006,0.5
00665.wav,Breath,0.2500032000000374,0.5
00666.wav,Words,0.47995519998403324,0.5
00667.wav,Music,0.23999999999978178,0.5
00668.wav,Uh,0.5099903999984008,0.5
00671.wav,Uh,0.3999679999174078,0.5
00672.wav,Um,0.269980799993391,0.5
00674.wav,Uh,0.43000639999956997,0.5
00676.wav,Um,0.34999679999992855,0.5
00677.wav,Uh,0.269721600000139,0.5
00678.wav,Um,0.29998720002549817,0.5
00679.wav,Words,0.15994880000005196,0.5
00680.wav,Breath,0.19999999999998863,0.5
00682.wav,Uh,0.3299327999998241,0.5
00683.wav,Um,0.42000000000007276,0.5
00684.wav,Um,0.33004799998843737,0.5
00685.wav,Um,0.47000000000002734,0.5
00686.wav,Uh,0.2800320000094416,0.5
00687.wav,Uh,0.4598880000576174,0.5
00688.wav,Um,0.44000000000005457,0.5
00689.wav,Breath,0.179999999996312,0.5
00690.wav,Music,0.3800000000001092,0.5
00691.wav,Uh,0.5099999999999909,0.5
00692.wav,Uh,0.5199999999999818,0.5
00693.wav,Words,0.15004479997401177,0.5
00695.wav,Um,0.21000000000003638,0.5
00696.wav,Words,0.17999359999998893,0.5
00697.wav,Breath,0.23997759997769214,0.5
00699.wav,Uh,0.27002880000003415,0.5
00700.wav,Um,0.3899935999978652,0.5
00701.wav,Um,0.5499744001485851,0.5
00702.wav,Words,0.21988480004893063,0.5
00703.wav,Uh,0.37990399999989677,0.5
00704.wav,Words,0.38993919999984433,0.5
00705.wav,Um,0.4299680000005992,0.5
00706.wav,Um,0.5099999999999909,0.5
00707.wav,Words,0.20997120000004094,0.5
00708.wav,Words,0.3800640000110889,0.5
00709.wav,Uh,0.42004480000014155,0.5
00712.wav,Laughter,0.3599360000000616,0.5
00713.wav,Um,0.5399999999999636,0.5
00714.wav,Words,0.2500384000261422,0.5
00715.wav,Uh,0.30999040000915556,0.5
00716.wav,Uh,0.15000000000009095,0.5
00717.wav,Um,0.34000000000006025,0.5
00718.wav,Words,0.189951999999721,0.5
00719.wav,Breath,0.24987519995784174,0.5
00721.wav,Breath,0.28000000000020003,0.4999999999999999
00722.wav,Uh,0.2699776000000043,0.5
00723.wav,Words,0.269958400003361,0.5
00724.wav,Words,0.4900032000001602,0.5
00725.wav,Breath,0.18000000000006372,0.5
00726.wav,Words,0.3000128000119276,0.5
00727.wav,Uh,0.29995840001743096,0.5
00728.wav,Breath,0.41999999999995913,0.5
00729.wav,Uh,0.20992000000023836,0.5
00730.wav,Breath,0.41999359999999797,0.5
00731.wav,Um,0.4699999999998,0.5
00732.wav,Um,0.5,0.5
00733.wav,Um,0.33003519999988384,0.5
00734.wav,Um,0.38993919999984433,0.5
00735.wav,Um,0.38999999999998636,0.5
00737.wav,Um,0.42000000000007276,0.5
00740.wav,Uh,0.2699199999813118,0.5
00741.wav,Breath,0.3400000000000034,0.5
00742.wav,Uh,0.360038399999894,0.5
00743.wav,Uh,0.22999039998057924,0.5
00744.wav,Um,0.5099999999999909,0.5
00745.wav,Laughter,0.3999999999999773,0.5
00746.wav,Uh,0.35998719999997775,0.5
00747.wav,Music,0.4600000000000364,0.5
00748.wav,Music,0.4600000000000364,0.5
00749.wav,Words,0.17991680000000093,0.5
00751.wav,Uh,0.2800927999301166,0.5
00752.wav,Words,0.4400032000000138,0.5
00753.wav,Um,0.4800000000000182,0.5
00754.wav,Breath,0.42004480000014155,0.5
00755.wav,Uh,0.21000320000450756,0.5
00756.wav,Um,0.4600000000000364,0.5
00757.wav,Words,0.18000320000896863,0.5
00758.wav,Uh,0.44000000000005457,0.5
00759.wav,Um,0.3198943999977928,0.5
00760.wav,Words,0.15994239999645293,0.5
00761.wav,Words,0.17986879997761213,0.5
00762.wav,Um,0.5099999999999909,0.5
00763.wav,Uh,0.24000000000000915,0.5
00764.wav,Music,0.5,0.5
00765.wav,Uh,0.47000000000002734,0.5
00766.wav,Um,0.3300256000129594,0.5
00767.wav,Laughter,0.19999999999998863,0.5
00769.wav,Words,0.41999359999999797,0.5
00770.wav,Words,0.21993280001242965,0.5
00771.wav,Uh,0.37000000000000455,0.5
00772.wav,Uh,0.2800000000000012,0.5
00773.wav,Uh,0.3800000000000097,0.5
00775.wav,Um,0.5399999999999636,0.5
00776.wav,Uh,0.48003519997268995,0.5
00777.wav,Um,0.4998784002527828,0.5
00778.wav,Words,0.19007360001978674,0.5
00779.wav,Uh,0.30999999999994543,0.5
00780.wav,Um,0.40000000000000574,0.5
00781.wav,Um,0.33013759999994363,0.5
00782.wav,Um,0.3299327999998241,0.5
00784.wav,Um,0.40999999999769443,0.5
00786.wav,Words,0.20999039999105662,0.5
00787.wav,Words,0.1800063999987742,0.5
00789.wav,Uh,0.28999999996358383,0.5
00790.wav,Um,0.41000000000008185,0.5
00792.wav,Words,0.5300224000000071,0.5
00793.wav,Uh,0.209920000000011,0.5
00794.wav,Um,0.45998719998851817,0.5
00795.wav,Um,0.3700223999981063,0.5
00796.wav,Uh,0.33992320001630105,0.5
00798.wav,Words,0.29991039999004,0.49999999999999994
00799.wav,Words,0.28000320000006695,0.5
00800.wav,Words,0.20010880001427722,0.5
00801.wav,Uh,0.44000000000005457,0.5
00802.wav,Uh,0.3300512000364506,0.5
